15632525,1,ما هي عاصمة دولة مايوت (جزيرة مايوطة) ؟,بورت لويس,اديس ابابا,مامودزو,موهيلي,مامودزو,مامودزو (بالفرنسية: Mamoudzou)‏ هي عاصمة جزيرة مايوطه في المحيط الهندي والتابعة لفرنسا.
15632526,1,ما هي عاصمة جمهورية موزمبيق ؟,ليلونجوى,مبابان,هراري,مابوتو,مابوتو,مابوتو هي عاصمة الموزمبيق. تقع على ضفاف المحيط الهندي وتبعد 77 كم على حدود جنوب أفريقيا. بلغ عدد سكانها 1099102 نسمة حسب التعداد السكاني لسنة 2007.
15632527,1,ما هي عاصمة جزيرة لا ريونيون التابعة لفرنسا ؟,سان دوني,اديس ابابا,مامودزو,مابوتو,سان دوني,سان دوني هي العاصمة الإدارية لجزيرة الريونيون في المحيط الهندي والتابعة لفرنسا سياسيا. تقع سان ديني في أقصى شمال الجزيرة بالقرب من مصب نهر سان ديني.
15632528,1,ما هي عاصمة جمهورية رواندا ؟,غيتغا,كيغالي,كامبالا,دودوما,كيغالي,"كيغالي أو كيجالي هي عاصمة رواندا وأكبر مدنها. يبلغ عدد سكانها 851,024 طبقاً لإحصائيات 2005. تقع في وسط البلاد وأصبحت عاصمة البلاد بعد استقلال راوندا في عام 1962. تعتبر كيجالي المركز الثقافي والاقتصادي كما تضم مكتب رئيس راوندا (البيت الرئاسي) بالإضافة إلى معظم الوزارات. وتعتبر حدود العاصمة مشتركة مع مقاطعة كيجالي والتي تم توسيعها في يناير 2006 كجزء من الإجراءات الحكومية لتنظيم البلد."
15632529,1,ما هي عاصمة جمهورية سيشل ؟,سان دوني,دودوما,انتناناريفو,فيكتوريا,فيكتوريا,"فيكتوريا (بالإنجليزية: Victoria)‏ هي عاصمة سيشل ويقع على الجانب الشمالي الشرقي من جزيرة ماهيه، الجزيرة الرئيسية في الأرخبيل. تأسست المدينة لتكون مقر الحكومة الاستعمارية البريطانية. وفي عام 2010، بلغ عدد سكان فيكتوريا الكبرى (بما في ذلك الضواحي) 26,450 نسمة من مجموع سكان البلاد البالغ 90,945 نسمة."
15632530,1,ما هي عاصمة الصومال ؟,أديس ابابا,مقدشيو,مامودزو,نيروبي,مقدشيو,"مَقْدَشُو أو مَقْدِيْشُو (بالصومالية: Muqdisho مُقْدِشُو)‏ هي عاصمة الصومال وأكبر مدنه. تقع على الساحل الغربي للمحيط الهندي. كانت مقدشو على مر العصور مركزا تجاريا مهما، وملتقى لطرق الملاحة البحرية كموقع وسط بين شبه القارة الهندية وأوروبا من جهة (قبل شق قناة السويس)، والجزيرة العربية والساحل الإفريقي من جهة أخرى، ويقع بها مطار دولي يسمى مطار آدم عدي الدولي جنوب المدينة."
15632531,1,ما هي عاصمة جمهورية تنزانيا الاتحادية ؟,غيتغا,كيغالي,دودوما,نيروبي,دودوما,"دودوما Dodoma هي العاصمة الوطنية لجمهورية تنزانيا، كما أنها عاصمة منطقة دودوما. بلغ عدد سكانها العام 2002 قرابة 324,347 نسمة من مختلف الأعراق في تنزانيا."
15632532,1,ما هي عاصمة جمهورية اوغندا ؟,نيروبي,جوبا,كامبالا,بانجي,كامبالا,"كامبالا هي عاصمة أوغندا وأكبر مدنها حيث يصل عدد سكانها إلى 4,101,000 سنة 2014، المدينة مقسمة إلى خمسة أحياء وهي منطقة كامبالا الوسطى، منطقة كوامبي، منطقة، ماكيندا، منطقة ناكاوا ومنطقة لوباغا."
15632533,1,ما هي عاصمة جمهورية زامبيا ؟,غابورون,لوساكا,هراري,ليلونغوى,لوساكا,"لوساكا عاصمة زامبيا وأكبر مدنها تقع في الجزء الجنوبي من البلاد على ارتفاع 1300 متر، تعداد سكانها 1,084,703 نسمة (طبقاً لإحصائيات 2000) وتعدّ من أسرع الدول الأفريقية في النمو من حيث السكان وتعدّ مركزا تجاريا بالإضافة إلى كونها مقر الحكومة ويمتد منها الطرق السريعة إلى شمال وجنوب وشرق وغرب زامبيا."
15632534,1,ما هي عاصمة زيمبابوي ؟,لوساكا,غابورون,هراري,ليلونغوى,هراري,"هراري (بالإنجليزية: Harare)‏ وكانت تدعى رسميا سالزبوري حتى عام 1982[8] هي عاصمة زيمبابوي وأكبر مدنها من حيث السكان. تقع المدينة في الشمال الشرقي من البلاد في قلب منطقة ماشونالاند التاريخي، وقدر عدد سكانها المدينة بنحو 1,606,000 نسمة (2009)،  مع 2,800,000 نسمة في المنطقة العمرانية (2006). ومن ناحية إدارية، فإن هراري هي محافظة العاصمة، وتضم أيضا بلدة تشيتونجويزا وإبوورث. وهي تقع على ارتفاع 1,483 متر (4,865 قدم) فوق مستوى سطح البحر ويقع مناخها في فئة المرتفعات شبه الاستوائية."
15632535,1,ما هي عاصمة جمهورية أنجولا ؟,غابورون,لوساكا,لواندا,كيب تاون,لواندا,"لواندا (بالبرتغالية: Luanda) كبرى مدن أنغولا وعاصمتها. تقع على ساحل المحيط الأطلسي في شمال غرب أنغولا وتعتبر الميناء الرئيسي لأنغولا ومركزها الإداري والثقافي والحضري والصناعي. يُقدر عدد سكانها بحوالي 2,487,484 مليون طبقاً لإحصائيات عام 2018،[8] أما عدد سكان تجمعها الحضري فيبلغ نحو 7,805,000 نسمة، وتُعد لواندا عاصمة مقاطعة لواندا، وهي ثالث أكبر مدينة ناطقة بالبرتغالية في العالم بعد مدينتي ساو باولو وريو دي جانيرو البرازيليتان."
15632536,1,ما هي عاصمة جمهورية الكاميرون ؟,ياوندي,آبوجا,بانجي,ليبرفيل,ياوندي,ياوندي عاصمة الكاميرون وثاني المدن حجما بعد دوالا وتقع وسط البلاد على ارتفاع 720 متر فوق مستوى البحر
15632537,1,ما هي عاصمة جمهورية افريقيا الوسطى ؟,ياوندي,آبوجا,بانجي,ليبرفيل,بانجي,"بانغي (بالفرنسية: Bangui)‏، أو Bangî في لغة سانغو، هي عاصمة جمهورية أفريقيا الوسطى وأكبر مدنها. وقدر عدد سكانها بنحو 734,350 نسمة حسب تعداد عام 2012. تأسست كقاعدة عسكرية فرنسية في عام 1889 وسميت بهذا الاسم لوقوعها على الضفة الشمالية من نهر أوبانغي؛ واشتق اسم نهر أوبانغي من كلمة ""التيارات"" من لغة بوبانغي، وذلك بسبب التيارات السريعة الواقعة بجانب المستوطنة، والتي شكلت نهاية المياه الصالحة للملاحة شمالا من برازافيل. تعيش الغالبية العظمى من سكان جمهورية أفريقيا الوسطى في الأجزاء الغربية من البلاد، وذلك في بانغي والمنطقة المحيطة بها."
15632538,1,ما هي عاصمة جمهورية تشاد ؟,ياوندي,انجمينا,بانجي,نيامي,انجمينا,"انْجَمِينا هي عاصمة تشاد. يقدر تعداد سكانها ب 721.000 نسمة (حسب إحصاءات 2005)، واسمها السابق «فور لامي» وتطل على بحيرة تشاد في الجزء الجنوبي للبلاد."
15632539,1,ما هي عاصمة جمهورية الكونغو ؟,ليبرفيل,كينشاسا,برازافيل,بانجي,برازافيل,"برازافيل هي عاصمة جمهورية الكونغو، وأكبر مدينة فيها. تقع الكونغو في غربي أفريقيا. وتقع برازافيل على نهر الكونغو عبر بحيرة ستانلي في كنشاسا في الكونغو الديمقراطية (زائير سابقاً). وبرازافيل مركز صناعي، ومركز لحركة المواصلات. تصنع المصانع فيها الأبنية ومنتجات الأغذية، والسجائر، والأثاث، وأعواد الثقاب، والأحذية، والأقمشة، وبها عدد من المدابغ. ويربط ما يعرف بخط سكة حديد الكونغو - المحيط وهو بطول ما يقارب 515 كم بين برازافيل وبوينتي - نويري على ساحل المحيط الأطلسي."
15632540,1,ما هي عاصمة جمهورية الكونغو الديموقراطية ؟,ليبرفيل,كينشاسا,برازافيل,بانجي,كينشاسا,"كينشاسا (Kinshasa) هي عاصمة وأكبر مدن جمهورية الكونغو الديمقراطية (زائير سابقاً). حسب تقديرات عام 2005 يوجد بها حوالي 7.5 مليون نسمة مما يجعلها ثاني أكبر مدن أفريقيا الواقعة جنوب الصحراء الكبرى من حيث السكان (متعادلة مع جوهانسبرغ)، بعد مدينة لاغوس بنيجيريا، وثالث أكبر مدن أفريقيا بعد لاغوس والقاهرة في مصر."
15632541,1,ما هي عاصمة غينيا الاستوائية ؟,ليبرفيل,ياوندي,مالابو,بانجي,مالابو,مالابو (بالإنجليزية: Malabo)‏ هي عاصمة غينيا الاستوائية. تقع على الساحل الشمالي لجزيرة بيوكو. يبلغ عدد سكانها حوالي 100 ألف نسمة.
15632542,1,ما هي عاصمة جمهورية الغابون ؟,ليبرفيل,ياوندي,مالابو,بانجي,ليبرفيل,"ليبرفيل هي عاصمة الغابون، تقع في الشمال الغربي ويسكن فيها تقريباً نصف سكان دولة الغابون. أنشئت المدينة في عام 1849،"
15632543,1,ما هي عاصمة جمهورية ساو تومي وبرينسيب الديمقراطية ؟,أبوجا,ياوندي,ليبرفيل,ساو تومي,ساو تومي,"ساو تومي (بالبرتغالية:São Tomé) هي عاصمة ساو تومي وبرينسيب وتعتبر أكبر مدنها ويشير اسمها في البرتغالية إلى القديس سانت توماس تعداد سكانها 56,166 طبقاً لإحصائيات 2005."
15632544,1,م هي عاصمة الجمهورية الجزائرية الديمقراطية الشعبية ؟,طرابلس,نواكشوط,الجزائر,الخرطوم,الجزائر,"الجزائر العاصمة (باللهجة المحلية: دْزَايرْ)؛ هي عاصمة الجمهورية الجزائرية وأكبر مُدنها من حيث عدد السكان. كانت مدينة الجزائر تُدعى إكوزيوم في زمن الفينيقيين حيث كان أول من أسس المدينة، ومن مُسمّياتها الحالية البهجة، المحروسة والجزائر البيضاء، وهي أيضا عاصمة ولاية الجزائر. تقع المدينة في شمال وسط البلاد مُطلّة على الجانب الغربي لخليج البحر الأبيض المتوسط والمدينة من جزئين: جزءٌ قديم يتمثل في القصبة التي توجد على حافة تلة شديدة الانحدار (122 متراً فوق سطح البحر) خلف المدينة الحديثة، وجزءٌ حديث يوجد على مستوى الساحل القريب من البحر. وفقًا لمعجم العالم الجغرافي فلقد بلغ عدد سكان المدينة 3.335.418 نسمة، في حين أن التجمعات الحضرية تبلغ حوالي 6.727.806 نسمة في عام 2010 وفقًا لتصنيف أكبر 100 مدينة في العالم، وبذلك تصبح مدينة الجزائر العاصمة أكبر مدينة في المغرب العربي من حيث عدد السكان، كما تعدُّ مدينة الجزائر المركز الاقتصادي والاجتماعي الرئيسي في البلاد."
15632545,1,ما هي عاصمة دولة ليبيا ؟,طرابلس,نواكشوط,الجزائر,الرباط,طرابلس,"طرابلس هي عاصمة ليبيا وأكبر مدنها. بلغ عدد سكانها (940,653) ألف سنة 2012 ، وتقع في الشمال الغربي لليبيا. المدينة مقامة على رأس صخري مطل على البحر الأبيض المتوسط مقابل الرأس الجنوبي لجزيرة صقلية. يحدها شرقًا منطقة تاجوراء، غربًا جنزور، جنوبًا منطقة السواني، والبحر الأبيض المتوسط شمالاً. ويتوسط مركز المدينة ميدان الشهداء والسراي الحمراء. وتوصف مدينة طرابلس بـ""عروس البحر المتوسط""، لجمال بساتينها ومبانيها البيضاء. وتسمى طرابلس أيضا باسم ""طرابلس الغرب"" لتمييزها عن ""طرابلس الشام"" الواقعة شمال لبنان."
15632546,1,ما هي عاصمة المملكة المغربية ؟,طرابلس,نواكشوط,الجزائر,الرباط,الرباط,"الرِّبَاطُ هي عاصمة المغرب. تقع بجهة الرباط سلا القنيطرة. يبلغ عدد سكانها 572 717 نسمة حسب إحصاء 2014. تقع على ساحل المحيط الأطلسي في سهل منبسط فسيح، وعلى الضفة اليسرى لمصب نهر أبي رقراق الذي يفصلها عن مدينة سلا. تشتهر المدينة بصناعة النسيج كما أن بها جامعة محمد الخامس أول جامعة حديثة أُسِّسَتْ بالمملكة. أَسَّسَ الموحدون العاصمة الحالية للمغرب في أواسط القرن الثاني عشر للميلاد، فقد بنى فيها عبد المؤمن «رِبَاطَ الفَتْحِ»، وهي نواة مدينة محصنة شملت بالإضافة إلى القلعة، مسجدا ودارا للخلافة. ويعتبر حفيده يعقوب المنصور، المؤسس الحقيقي لمدينة الرباط، فقد ذكر عدة مؤرخين أن اكتمال بناء المدينة كان على عهد أبي يوسف المنصور، بما في ذلك السور والبوابات. وقد فازت مدينة الرباط بالمرتبة الثانية في قائمة CNN ""أحسن المقاصد السياحية لـ2013 """
15632547,1,ما هي عاصمة جمهورية السودان ؟,طرابلس,نواكشوط,الجزائر,الخرطوم,الخرطوم,"الخرطوم هي عاصمة السودان وحاضرة ولاية الخرطوم، تقع عند نقطة التقاء النيل الأبيض بالنيل الأزرق (المقرن)، ليُشكلا معاً نهر النيل. وهي مركز الحكم في السودان حيث يوجد فيها مقر رئيس الجمهورية والحكومة، ورئاسة الوزارات المركزية المختلفة وقيادة القوات المسلحة السودانية والبعثات الدبلوماسية الأجنبية من سفارات وقنصليات، ومقر بعض المنظمات الإقليمية العربية والإفريقية ومعظم المؤسسات السياسية للدولة. وهي قلب أفريقيا بالنسبة لخطوط الطيران، وذلك لمرور خطوط الطيران التي تقطع شمال القارة تجاه جنوبها وتلك التي تمر عبر غرب القارة وشرقها. يوجد بالمدينة العديد من الجامعات والكليات الحكومية والخاصة والمؤسسات التعليمية المختلفة ورئاسات الشركات والبنوك الوطنية وفروع الشركات الأجنبية."
15632548,1,ما هي عاصمة جمهورية جنوب السودان ؟,الخرطوم,جوبا,اديس ابابا,اسمرة,جوبا,جوبا هي العاصمة الأولى لجمهورية جنوب السودان وأكبر مدنها. تقع على النيل الأبيض وكانت قبل الانفصال عن الشمال عام 2011 تعدّ عاصمة ولاية وسط الاستوائية.
15632549,1,ما هي عاصمة الجمهورية التونسية ؟,الرباط,نواكشوط,تونس,طرابلس,تونس,"تونس هي عاصمة الجمهورية التونسية، وأكبر مُدنها من حيث عدد السكان، وهي أيضا عاصمة ولاية تونس. تقع المدينة في شمال البلاد مُطلّة على الجانب الشرقي لخليج البحر الأبيض المتوسط وتتركب المدينة من جزأين: جزء قديم والذي يتمثل في المدينة العتيقة التي تقع على ربوة ذات منحدرات خفيفة متجّهة نحو بحيرة تونس شرقا ونحو سبخة السيجومي غربا، وجزء حديث يتمثل في المدينة الحديثة التي تمتد حول المدينة العتيقة والبحيرة. بلغ عدد سكان المدينة 1.056.247 نسمة (سنة 2014) في حين أن التجمعات الحضرية تبلغ حوالي 2.643.695 نسمة، وتعدّ مدينة تونس المركز الاقتصادي والاجتماعي الرئيسي في البلاد، وهي واحدة من المدن المبدعة المسجلة في قائمة اليونسكو للمدن المبدعة في مجال الفنون والحرف منذ 2017م. من أبرز معالمها جامع الزيتونة."
15632550,1,ما هي عاصمة الجمهورية العربية الصحراوية الديموقراطية ؟,الرباط,نواكشوط,العيون,طرابلس,العيون,"العيون هي مدينةٌ تقع في المنطقة المتنازع عليها في الصحراء الغربية، تحكمها مملكة المغرب بحكم الأمر الواقع، وتتبع جهة العيون الساقية الحمراء، وهي تعتبر أكبر مدينة في الأقاليم الجنوبية المغربية. وهي تضم 217,732 نسمة، حسب الإحصاء العام للسكان والسكنى لسنة 2014."
15632551,1,ما هي عاصمة جزر ماديرا التابعة للبرتغال ؟,لاس بالماس دي غران كناريا,فونشال,اريتيفي,بورتو سانتو,فونشال,"تقع مدينة فونشال في الجزء الجنوبي الشرقي لجزيرة ماديرا, منشأ هذه الجزر هو ناتج عن النشاط البركاني الذي بدأ حوالي 19 مليون سنة، بورتو سانتو منذ 8 ملايين سنة، وماديرا 5 ملايين سنة."
15632552,1,ما هي عاصمة جزر الكناري التابعة لأسبانيا ؟,لاس بالماس دي غران كناريا,فونشال,اريتيفي,بورتو سانتو,لاس بالماس دي غران كناريا,لاس بالماس دي غران كناريا (بالإسبانية: Las Palmas de Gran Canaria) هي مدينة إسبانية تقع في جزيرة كناريا الكبرى في المحيط الأطلسي. هي عاصمة مقاطعة لاس بالماس والعاصمة الثانية لجزر الكناري. أول من اطلق عليها تسمية الماس هم العرب وذلك لجمال بحره مع شروق الشمس فكانت تشكل عقد الجواهر وهي أجملها ولذا اطلق عليها بالماس.
15632553,1,ما هي عاصمة جمهورية بوتسوانا ؟,جوهانسبرج,ويندهوك,جابورون,هراري,جابورون,"غابورون أو غابوروني (بالإنجليزية: Gaborone)‏ هي عاصمة دولة بوتسوانا وأكبر مدنها وبلغ عدد سكانها 231,626 حسب تعداد عام 2011،  ويعيش بها حوالي 10٪ من مجموع السكان في بوتسوانا. وتشكل المنطقة العمرانية موطنا لتعداد 421,907 نسمة في تعداد عام 2011. تقع غابورون بين تلال كغالي وأودي، على نهر نوتواني في الركن الجنوبي الشرقي من بوتسوانا، وتبعد 15 كيلومترا (9.3 ميلا) من الحدود جنوب أفريقيا. ويوجد في المدينة مطار السير سيريتسي خاما الدولي. وهي منطقة إدارية بذاتها، ولكنها عاصمة منطقة الجنوب الشرقي المحيطة بها. وعادة ما يشير إليها السكان المحليين باسم ""غابز""."
15632554,1,ما هي عاصمة مملكة ليسوتو ؟,كيب تاون,ماسيرو,جابورون,مبابان,ماسيرو,"ماسيرو هي عاصمة ليسوتو. تقع على نهر كاليدون، بالقرب من جنوب أفريقيا. عدد سكانها 1.8 مليون نسمة (عام 2004). وهي عصمة مملكة ليسوتو التي تعد جيباً داخل جنوب أفريقيا وتنتشر بها مرض الايدز وتعتمد في مراصلاتها على ميناء دربان بجمهورية جنوب أفريقيا وأكثر الاجانب بها هم الصينيون الذين يمتلكون مصانع النسج ويسمى شعب ليسوتو بالباسوت وهم شعب فقير وطيب جداً كما يوجد بها ثلاث فنادق سياحية"
15632555,1,ما هي عاصمة جمهورية ناميبيا ؟,جوهانسبرج,ويندهوك,جابورون,هراري,ويندهوك,"ويندهوك (بالإنجليزية: Windhoek، بالألمانية: Windhuk، خويخوي: ǀAiǁgams، هيريرو: Otjomuise)‏ هي عاصمة جمهورية ناميبيا وأكبر مدنها. وهي تقع في وسط ناميبيا في منطقة هضبة مرتفعات خوماس، وترتفع حوالي 1,700 متر (5,600 قدم) فوق مستوى سطح البحر، وتقع تقريبا في المركز الجغرافي للبلاد بالضبط. بلغ عدد سكان ويندهوك 325,858 نسمة في عام 2011، والعدد في تزايد مستمر بسبب تدفق السكان من جميع أنحاء ناميبيا. أسست ألبلدة في موقع نبع مائي المعروف لدى التجمعات الرعوية الأصلية. وتطورت بسرعة بعد استقر هناك رجل يدعى يونكر أفريكانر، وهو زعيم قبيلة اورلام، وذلك في عام 1840، وبنى كنيسة من الحجر لأفراد هذا التجمع. في العقود التالية، أدت الحروب العديدة والعداوات المسلحة إلى إهمال وتدمير المستوطنة الجديدة. وتأسست ويندهوك لمرة ثانية في عام 1890 من قبل الرائد في الجيش الإمبراطوري الألماني كورت فون فرانسوا، عندما أصبحت أراضي مستعمرة من قبل ألمانيا."
15632556,1,ما هي عاصمة جمهورية بنين ؟,بورتو نوفو,لومي,اكرا,ابوجا,بورتو نوفو,"بورتو نوفو وتُعرف أيضاً باسم هوجبونو(Hogbonou) وادجاسى(Adjacé) يُقدر عدد سكانها ب 223,552 (طبقاً لإحصائيات 2002) هي عاصمة بنين في غربي إفريقيا، عبارة عن ميناء عند مدخل خليج غينيا يقع في القسم الجنوبي شرقي للبلاد وتُعد ثاني أكبر مدن بنين، غير أن معظم نشاط البلاد الحكومي يقع في مدينة كوتونو. تقع المنطقة في جنوبي بنين، على هور بورتو-نوفو، وهو لسان مائي من خليج غينيا في المحيط الأطلسي. تنتج المنطقة المحيطة بالمدينة زيت النخيل والقطن والقبُك(ألياف تكون حول بذور شجرة تستخدم في حشو الوسائد) وتم اكتشاف البترول عند شاطئ المدينة في التسعينيات لتصبح مُصدر هام للبترول."
15632557,1,ما هي عاصمة جمهورية كابو فيردي أو جمهورية الرأس الأخضر ؟,سانت لويس,برايا,داكار,بيساو,برايا,"برايا عاصمة الرأس الأخضر وتعني بالبرتغالية ""الشاطئ"" يُقدر سكانها بحوالى 113,664(2005) وتقع في جزيرة سانتيجو عند أرخبيل سوتافينتو(Sotavento) حيث يوجد بها ميناء للمراكب وواحد من مطاري الرأس الأخضر الدوليين وتعتبر من أكبر مدن الدولة ومركزها التجاري وميناء شحن القهوة وقصب السكر والفواكه الاستوائية ويوجد بها العديد من المنتجعات السياحية."
15632558,1,ما هي عاصمة دولة بوركينا فاسو ؟,بورتو نوفو,اكرا,واغادوغو,نيامي,واغادوغو,"واغادوغو (Ouagadougou) هي عاصمة بوركينا فاسو وأكبر مدنها. عدد سكانها 1,181,702 نسمة(2006). مناخها استوائي، وتعدّ مركزا مهما لتصدير الماشية والقطن والذهب والفوسفات."
15632559,1,ما هي عاصمة جمهورية جامبيا ؟,كوناكري,بيساو,داكار,بنجول,بنجول,بانجول هي عاصمة غامبيا. عدد سكانها 34000 نسمة يتسع مع المناطق المحيطة ليصبح أكثر من 300 الف نسمة. تقع المدينة على جزيرة تسمى باسمها عند مصب نهر غامبيا في المحيط الاطلنطى.
15632560,1,ما هي عاصمة جمهورية غانا ؟,أكرا,ياموسوكرو,لومي,بورتو نوفو,أكرا,"أكرا عاصمة غانا. يُقدر عدد سكانها بحوالى 1,970,400 نسمة (طبقاً لإحصائيات 2005). تعتبر أكبر مدن غانا ومركزها الإدارى والاقتصادى والاتصالى . الانشطة الاقتصادية هي الاتصالات والبناء والمواصلات والخدمات المالية الحكومية والزراعة وخصوصاً صيد الأسماك، تقع معظم القدرات الصناعية في منطقة العاصمة."
15632561,1,ما هي عاصمة جمهورية غينيا ؟,بيساو,كوناكري,مونروفيا,فريتاون,كوناكري,"كوناكري والمعروفة قديما باسم تومبو، مرفأ في جنوب غينيا على المحيط الأطلسي. عاصمة غينيا وأكبر مدنها. لا توجد أرقام مؤكدة لتعداد سكان كوناكري إلا أن مكتب الشئون الأفريقية بإلإدارة الأمريكية يقدرهم في حدود مليوني نسمة."
